"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Frequency of Transit Service per Square Mile","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","d4d","TimeFrame","GeoVintage","Source","Location"
"Block Group","480039504001","TX","480039504001","=""480039504001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050001011","TX","480050001011","=""480050001011""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050001012","TX","480050001012","=""480050001012""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050001013","TX","480050001013","=""480050001013""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050001021","TX","480050001021","=""480050001021""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050001022","TX","480050001022","=""480050001022""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050002001","TX","480050002001","=""480050002001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050002002","TX","480050002002","=""480050002002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050002003","TX","480050002003","=""480050002003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050003011","TX","480050003011","=""480050003011""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050003012","TX","480050003012","=""480050003012""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050003013","TX","480050003013","=""480050003013""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050003021","TX","480050003021","=""480050003021""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050003022","TX","480050003022","=""480050003022""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050004001","TX","480050004001","=""480050004001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050004002","TX","480050004002","=""480050004002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050004003","TX","480050004003","=""480050004003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050004004","TX","480050004004","=""480050004004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050005001","TX","480050005001","=""480050005001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050005002","TX","480050005002","=""480050005002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050005003","TX","480050005003","=""480050005003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050005004","TX","480050005004","=""480050005004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050006001","TX","480050006001","=""480050006001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050006002","TX","480050006002","=""480050006002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050006003","TX","480050006003","=""480050006003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050006004","TX","480050006004","=""480050006004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050007001","TX","480050007001","=""480050007001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050007002","TX","480050007002","=""480050007002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050007003","TX","480050007003","=""480050007003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050008001","TX","480050008001","=""480050008001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050008002","TX","480050008002","=""480050008002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050008003","TX","480050008003","=""480050008003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050008004","TX","480050008004","=""480050008004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050009011","TX","480050009011","=""480050009011""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050009012","TX","480050009012","=""480050009012""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050009013","TX","480050009013","=""480050009013""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050009014","TX","480050009014","=""480050009014""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050009021","TX","480050009021","=""480050009021""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050009022","TX","480050009022","=""480050009022""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050010011","TX","480050010011","=""480050010011""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050010012","TX","480050010012","=""480050010012""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050010013","TX","480050010013","=""480050010013""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050010021","TX","480050010021","=""480050010021""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050010022","TX","480050010022","=""480050010022""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050011001","TX","480050011001","=""480050011001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050011002","TX","480050011002","=""480050011002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050011003","TX","480050011003","=""480050011003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050012001","TX","480050012001","=""480050012001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050012002","TX","480050012002","=""480050012002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050012003","TX","480050012003","=""480050012003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050013001","TX","480050013001","=""480050013001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050013002","TX","480050013002","=""480050013002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480050013003","TX","480050013003","=""480050013003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079501001","TX","480079501001","=""480079501001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079501002","TX","480079501002","=""480079501002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079501003","TX","480079501003","=""480079501003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079501004","TX","480079501004","=""480079501004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079501005","TX","480079501005","=""480079501005""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079502001","TX","480079502001","=""480079502001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079502002","TX","480079502002","=""480079502002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079503001","TX","480079503001","=""480079503001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079503002","TX","480079503002","=""480079503002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079503003","TX","480079503003","=""480079503003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079503004","TX","480079503004","=""480079503004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079504001","TX","480079504001","=""480079504001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079504002","TX","480079504002","=""480079504002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079504003","TX","480079504003","=""480079504003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079505001","TX","480079505001","=""480079505001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079505002","TX","480079505002","=""480079505002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079505003","TX","480079505003","=""480079505003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079505004","TX","480079505004","=""480079505004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480079900000","TX","480079900000","=""480079900000""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480090201001","TX","480090201001","=""480090201001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480090201002","TX","480090201002","=""480090201002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480090202001","TX","480090202001","=""480090202001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480090202002","TX","480090202002","=""480090202002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480090202003","TX","480090202003","=""480090202003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480090203001","TX","480090203001","=""480090203001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480090203002","TX","480090203002","=""480090203002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480090203003","TX","480090203003","=""480090203003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480090203004","TX","480090203004","=""480090203004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480119501001","TX","480119501001","=""480119501001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480119501002","TX","480119501002","=""480119501002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480119501003","TX","480119501003","=""480119501003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139601001","TX","480139601001","=""480139601001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139601002","TX","480139601002","=""480139601002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139601003","TX","480139601003","=""480139601003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139601004","TX","480139601004","=""480139601004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139602011","TX","480139602011","=""480139602011""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139602012","TX","480139602012","=""480139602012""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139602013","TX","480139602013","=""480139602013""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139602021","TX","480139602021","=""480139602021""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139602022","TX","480139602022","=""480139602022""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139602023","TX","480139602023","=""480139602023""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139602024","TX","480139602024","=""480139602024""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139603001","TX","480139603001","=""480139603001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139603002","TX","480139603002","=""480139603002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139604011","TX","480139604011","=""480139604011""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139604021","TX","480139604021","=""480139604021""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139604022","TX","480139604022","=""480139604022""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139604023","TX","480139604023","=""480139604023""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139604024","TX","480139604024","=""480139604024""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139604025","TX","480139604025","=""480139604025""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139605001","TX","480139605001","=""480139605001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139605002","TX","480139605002","=""480139605002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139606001","TX","480139606001","=""480139606001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139606002","TX","480139606002","=""480139606002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139606003","TX","480139606003","=""480139606003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480139606004","TX","480139606004","=""480139606004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157601001","TX","480157601001","=""480157601001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157601002","TX","480157601002","=""480157601002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157602001","TX","480157602001","=""480157602001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157602002","TX","480157602002","=""480157602002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157602003","TX","480157602003","=""480157602003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157602004","TX","480157602004","=""480157602004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157603001","TX","480157603001","=""480157603001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157603002","TX","480157603002","=""480157603002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157603003","TX","480157603003","=""480157603003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157603004","TX","480157603004","=""480157603004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157604001","TX","480157604001","=""480157604001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157604002","TX","480157604002","=""480157604002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157604003","TX","480157604003","=""480157604003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157605011","TX","480157605011","=""480157605011""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157605012","TX","480157605012","=""480157605012""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157605013","TX","480157605013","=""480157605013""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157605021","TX","480157605021","=""480157605021""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157605022","TX","480157605022","=""480157605022""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157605023","TX","480157605023","=""480157605023""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480157605024","TX","480157605024","=""480157605024""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480179501001","TX","480179501001","=""480179501001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480179501002","TX","480179501002","=""480179501002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480179501003","TX","480179501003","=""480179501003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480179501004","TX","480179501004","=""480179501004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480179501005","TX","480179501005","=""480179501005""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480179501006","TX","480179501006","=""480179501006""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480190001011","TX","480190001011","=""480190001011""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480190001012","TX","480190001012","=""480190001012""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480190001021","TX","480190001021","=""480190001021""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480190001022","TX","480190001022","=""480190001022""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480190001023","TX","480190001023","=""480190001023""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480190002001","TX","480190002001","=""480190002001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480190002002","TX","480190002002","=""480190002002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480190003001","TX","480190003001","=""480190003001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480190003002","TX","480190003002","=""480190003002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480190003003","TX","480190003003","=""480190003003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480190004001","TX","480190004001","=""480190004001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480190004002","TX","480190004002","=""480190004002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219501001","TX","480219501001","=""480219501001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219501002","TX","480219501002","=""480219501002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219501003","TX","480219501003","=""480219501003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219501004","TX","480219501004","=""480219501004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219501005","TX","480219501005","=""480219501005""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219502001","TX","480219502001","=""480219502001""","0.12","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219502002","TX","480219502002","=""480219502002""","0.29","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219502003","TX","480219502003","=""480219502003""","0.25","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219502004","TX","480219502004","=""480219502004""","0.38","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219502005","TX","480219502005","=""480219502005""","0.31","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219503001","TX","480219503001","=""480219503001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219503002","TX","480219503002","=""480219503002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219503003","TX","480219503003","=""480219503003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219503004","TX","480219503004","=""480219503004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219503005","TX","480219503005","=""480219503005""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219504001","TX","480219504001","=""480219504001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219504002","TX","480219504002","=""480219504002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219504003","TX","480219504003","=""480219504003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219504004","TX","480219504004","=""480219504004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219504005","TX","480219504005","=""480219504005""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219505011","TX","480219505011","=""480219505011""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219505012","TX","480219505012","=""480219505012""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219505013","TX","480219505013","=""480219505013""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219505021","TX","480219505021","=""480219505021""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219505022","TX","480219505022","=""480219505022""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219505023","TX","480219505023","=""480219505023""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219506001","TX","480219506001","=""480219506001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219506002","TX","480219506002","=""480219506002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219506003","TX","480219506003","=""480219506003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219507001","TX","480219507001","=""480219507001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219507002","TX","480219507002","=""480219507002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219507003","TX","480219507003","=""480219507003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219507004","TX","480219507004","=""480219507004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219508011","TX","480219508011","=""480219508011""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219508012","TX","480219508012","=""480219508012""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219508013","TX","480219508013","=""480219508013""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219508021","TX","480219508021","=""480219508021""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219508022","TX","480219508022","=""480219508022""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480219508023","TX","480219508023","=""480219508023""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480239503001","TX","480239503001","=""480239503001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480239503002","TX","480239503002","=""480239503002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480239503003","TX","480239503003","=""480239503003""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480239503004","TX","480239503004","=""480239503004""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480239503005","TX","480239503005","=""480239503005""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480259501001","TX","480259501001","=""480259501001""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480259501002","TX","480259501002","=""480259501002""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480259502011","TX","480259502011","=""480259502011""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
"Block Group","480259502012","TX","480259502012","=""480259502012""","N/A","2021","2010","EPA Smart Location Database","Texas (State)"
